84,69,0.15098685839758116,-0.07774607289943827
117,70,-0.04493227020274809,-0.16082458771291894
117,70,-0.04493227020274809,-0.16082458771291894
117,40,-0.044932268690572465,-0.3343496805323457
117,40,-0.044932268690572465,-0.33434968053234554
117,40,-0.044932268690572465,-0.33434968053234554
117,87,-0.04493227145484561,-0.020997664023921014
117,87,-0.04493227145484561,-0.020997664023921014
55,81,0.454251495350963,0.0013630077025859055
55,81,0.454251495350963,0.0013630077025859055
55,21,0.4542515979644545,-0.3886199453824426
55,21,0.4542515979644545,-0.3886199453824426
55,40,0.454251569035503,-0.2751595643595588
55,40,0.4542515690353407,-0.2751595183326686
55,40,0.45425156903510067,-0.2751594888752882
55,58,0.45425153919064526,-0.16170599263574859
55,58,0.4542515391802802,-0.16170343761894865
55,87,0.45425150873253634,-0.04823883161222059
55,87,0.4542515087316677,-0.04823865603350989
55,100,0.45425147813936295,0.06522101723629037
55,100,0.45425147813624633,0.06522144589583782
56,109,0.45425144775916376,0.17868273200963367
56,109,0.45425144775920695,0.17868273973159401
56,109,0.45425144775920695,0.17868273973159401
81,111,0.21150300515939918,0.17868280310717977
81,111,0.21150047056607196,0.17868280326743613
81,111,0.21149884842653283,0.17868280336987535
104,113,0.03303078721920476,0.3215626194920791
104,113,0.03303078721920476,0.3215626194920791
104,113,0.03303078721920476,0.3215626194920791
104,113,0.03303078721920476,0.3215626194920791
122,83,-0.1162570937565357,-0.08350733827509482
122,83,-0.1162570937565357,-0.08350733827509482
121,51,-0.11625709712720782,-0.19696650837823929
121,51,-0.11625709712720782,-0.19696650837823929
121,51,-0.11625709712720782,-0.19696650837823929
121,36,-0.1162570995600151,-0.28039278643387067
121,36,-0.1162570995600151,-0.28039278643387067
122,24,-0.11625710277258683,-0.3938520007951874
122,24,-0.11625710277258683,-0.3938520007951874
122,24,-0.11625710277258683,-0.3938520007951874
121,10,-0.11625710583735596,-0.5073112551852664
121,10,-0.11625710583735596,-0.5073112551852664
119,1,-0.11625710871432336,-0.6207705537826029
119,1,-0.11625710871432336,-0.6207705537826029
119,1,-0.11625710871432336,-0.6207705537826029
146,22,-0.3141590452370027,-0.3337831774939722
146,22,-0.3141590452370027,-0.3337831774939722
146,42,-0.3141590262828765,-0.1902892558786208
146,42,-0.3141590262828765,-0.1902892558786208
146,42,-0.3141590262828765,-0.1902892558786208
146,63,-0.3141590149926865,-0.10686193026392336
146,63,-0.3141590149926865,-0.10686193026392336
146,63,-0.3141590149926865,-0.10686193026392336
146,86,-0.314158995381654,0.03663202012349718
146,86,-0.314158995381654,0.03663202012349718
137,65,-0.026211440925955783,0.006600739644806614
137,65,-0.026211440925955783,0.006600739644806614
137,65,-0.026211440925955783,0.006600739644806614
137,86,-0.02621144367570839,0.15009471365659885
137,86,-0.02621144367570839,0.15009471365659885
137,86,-0.02621144367570839,0.15009471365659885
123,85,0.11728251929852904,0.15009470537880554
123,85,0.11728251929852904,0.15009470537880554
123,85,0.11728251929852904,0.15009470537880554
113,84,0.18290816909559132,0.1500946979269535
113,84,0.18290816909544255,0.15009469792705227
113,84,0.18290816909578764,0.1500946979268404
113,84,0.18290816909578764,0.1500946979268404
111,79,0.18290816909576949,0.15009469792671037
111,79,0.18290816909576949,0.15009469792671037
111,79,0.18290816909576949,0.15009469792671037
48,107,0.4909668375638202,0.46711122420993745
